input,itemsJson,totalKcal,mealType,timeOffset
ate 200 grams raspberries + g15 raw english walnut halves late night 26d ago,"[{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",205,late_night,-P26D
g100 raspberries + whole raw almonds 20 g 168 cal tomorrow,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",168,unknown,P1D
1 piece cooked skinless boneless chicken breast + raw roma tomato 100 gr dinner -16h,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":1,""unit"":""piece"",""kcal"":289},{""name"":""tomato, roma"",""quantity"":100,""unit"":""g"",""kcal"":19}]",308,dinner,-PT16H
ate cooked meat-only chicken drumstick 100 grams + raw roma tomato 50 grams dinner,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9}]",165,dinner,PT0M
red delicious apple 200 g + raw english walnut halves 15 gr snack,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",226,snack,PT0M
1 cup 2% milk + 150g red delicious apple bf,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93}]",207,breakfast,PT0M
cooked meat-only chicken drumstick g200 + raw cucumber with peel 100 grams 6h ago,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":200,""unit"":""g"",""kcal"":312},{""name"":""cucumber, with peel, raw"",""quantity"":100,""unit"":""g"",""kcal"":14}]",326,unknown,-PT6H
whole milk 2 cups + 100g strawberries,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31}]",306,unknown,PT0M
2cup chinese fried rice without meat + piece6 sweet and sour pork lunch,"[{""name"":""restaurant, chinese, fried rice, without meat"",""quantity"":2,""unit"":""cup"",""kcal"":463},{""name"":""restaurant, chinese, sweet and sour pork"",""quantity"":6,""unit"":""piece"",""kcal"":217}]",680,lunch,PT0M
100 gr raspberries + 20g raw peanuts,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",161,unknown,PT0M
g150 cooked meat-only chicken drumstick + 100 g raw romaine lettuce +1d,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17}]",251,unknown,P1D
ate 150 gr raspberries + raw english walnut halves 15 gr snack,"[{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",179,snack,PT0M
100 gr raspberries + 30 grams raw peanuts bf,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",216,breakfast,PT0M
150 g red delicious apple + 20g whole raw almonds snack,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",210,snack,PT0M
cooked skinless boneless chicken breast 2 pieces + raw roma tomato 150 grams dinner,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":2,""unit"":""piece"",""kcal"":578},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g"",""kcal"":28}]",606,dinner,PT0M
150 grams strawberries + raw peanuts 15 grams -5d,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",130,unknown,-P5D
2% milk cup1 + raspberries 200 grams snack,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103}]",217,snack,PT0M
1 piece cooked skinless boneless chicken breast + raw romaine lettuce g150 315 cal lunch,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":1,""unit"":""piece"",""kcal"":289},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g"",""kcal"":26}]",315,lunch,PT0M
ate 200 g red delicious apple + whole raw almonds g30 snack -2h,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",299,snack,-PT2H
100g raspberries + raw english walnut halves 20 gr late night,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",187,late_night,PT0M
blueberries 100 grams + whole raw almonds g20 snack,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",174,snack,PT0M
200 grams strawberries + whole raw almonds 20 gr 179kcal snack,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",179,snack,PT0M
200g strawberries + 20 gr raw english walnut halves bf -19d,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",198,breakfast,-P19D
cooked meat-only chicken drumstick g150 + 50 gr raw cucumber with peel 241kcal,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234},{""name"":""cucumber, with peel, raw"",""quantity"":50,""unit"":""g"",""kcal"":7}]",241,unknown,PT0M
1cup 2% milk + red delicious apple g100 +1d,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62}]",176,unknown,P1D
200 grams blueberries + whole raw almonds 20 grams 232 cal,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",232,unknown,PT0M
ate 100 gr red delicious apple + 15 gr raw english walnut halves ln,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",164,late_night,PT0M
100 g red delicious apple + raw peanuts 20 g 14h ago,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",172,unknown,-PT14H
ate red delicious apple 100g + 20g raw english walnut halves -1h,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",198,unknown,-PT1H
raspberries g150 + 15g raw peanuts snack,"[{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",160,snack,PT0M
cooked skinless boneless chicken breast 2piece + g50 raw cucumber with peel dinner 22d ago,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":2,""unit"":""piece"",""kcal"":578},{""name"":""cucumber, with peel, raw"",""quantity"":50,""unit"":""g"",""kcal"":7}]",585,dinner,-P22D
cup2 2% milk + red delicious apple g150 snack,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93}]",320,snack,PT0M
ate red delicious apple 150 gr + 15 gr whole raw almonds 7h ago,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",181,unknown,-PT7H
cup1 whole milk + raspberries g200,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103}]",240,unknown,PT0M
g200 strawberries + 15 grams raw english walnut halves +1d,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",164,unknown,P1D
1cup chinese fried rice without meat + 3 pieces sweet and sour pork lunch,"[{""name"":""restaurant, chinese, fried rice, without meat"",""quantity"":1,""unit"":""cup"",""kcal"":231},{""name"":""restaurant, chinese, sweet and sour pork"",""quantity"":3,""unit"":""piece"",""kcal"":109}]",340,lunch,PT0M
whole milk cup1 + blueberries g150 bf 4d ago,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86}]",223,breakfast,-P4D
200g cooked meat-only chicken drumstick + 100 gr raw romaine lettuce 329kcal lunch,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":200,""unit"":""g"",""kcal"":312},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17}]",329,lunch,PT0M
ate 15g whole raw almonds + 150g raspberries,"[{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77}]",165,unknown,PT0M
whole milk 1cup + strawberries 150 gr breakfast,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47}]",184,breakfast,PT0M
blueberries 150 g + raw peanuts 15g 169kcal snack -13d,"[{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",169,snack,-P13D
cooked meat-only chicken drumstick 150 grams + 150 grams raw romaine lettuce lunch,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g"",""kcal"":26}]",260,lunch,PT0M
100 gr raspberries + whole milk 1 cup snack -15h,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137}]",188,snack,-PT15H
ate strawberries 150g + raw english walnut halves 15 grams bf,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",149,breakfast,PT0M
ate raw romaine lettuce 100g + g100 cooked meat-only chicken drumstick kcal173 dinner,"[{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17},{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156}]",173,dinner,PT0M
red delicious apple g100 + raw peanuts 15 grams breakfast 17d ago,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",145,breakfast,-P17D
cooked skinless boneless chicken breast 1 piece + raw romaine lettuce 50 gr -13h,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":1,""unit"":""piece"",""kcal"":289},{""name"":""lettuce, romaine, green, raw"",""quantity"":50,""unit"":""g"",""kcal"":9}]",298,unknown,-PT13H
ate 1cup whole milk + red delicious apple 200 gr snack 1d ago,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124}]",261,snack,-P1D
cup2 whole milk + raspberries g100 snack 29d ago,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51}]",326,snack,-P29D
raspberries g100 + 15 g raw peanuts late night,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",134,late_night,PT0M
ate red delicious apple 200g + 20 gr raw english walnut halves 260 cal breakfast,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",260,breakfast,PT0M
ate 200g red delicious apple + 20 grams raw peanuts late night -9h,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",234,late_night,-PT9H
2cup 2% milk + raspberries 100 grams kcal278 bf -21d,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51}]",278,breakfast,-P21D
cup1 whole milk + 100 grams strawberries,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31}]",168,unknown,PT0M
strawberries 200 g + g30 raw peanuts snack -8h,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",227,snack,-PT8H
ate g100 strawberries + 30 gr raw english walnut halves,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",235,unknown,PT0M
100 g strawberries + raw peanuts 15 g 114 cal breakfast 10h ago,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",114,breakfast,-PT10H
g100 cooked meat-only chicken drumstick + 50g raw cucumber with peel dinner 16h ago,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156},{""name"":""cucumber, with peel, raw"",""quantity"":50,""unit"":""g"",""kcal"":7}]",163,dinner,-PT16H
ate 2cup 2% milk + 200 grams blueberries snack -2d,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115}]",342,snack,-P2D
2 pieces cooked skinless boneless chicken breast + raw cucumber with peel 150 grams tmr,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":2,""unit"":""piece"",""kcal"":578},{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21}]",599,unknown,P1D
ate raspberries 200 g + whole raw almonds 20 grams late night 3h ago,"[{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",220,late_night,-PT3H
strawberries g200 + raw english walnut halves 30g 266 cal breakfast,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",266,breakfast,PT0M
whole milk 2 cups + blueberries 200 gr breakfast -7d,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115}]",390,breakfast,-P7D
whole raw almonds g20 + g150 raspberries 194kcal -14h,"[{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77}]",194,unknown,-PT14H
g150 raspberries + whole raw almonds 30 gr snack -18h,"[{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",252,snack,-PT18H
200g cooked meat-only chicken drumstick + 150g raw roma tomato lunch,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":200,""unit"":""g"",""kcal"":312},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g"",""kcal"":28}]",340,lunch,PT0M
ate cooked meat-only chicken drumstick 100 grams + 150 gr raw roma tomato lunch,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g"",""kcal"":28}]",184,lunch,PT0M
1cup whole milk + blueberries 100 g 194 cal breakfast 20h ago,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57}]",194,breakfast,-PT20H
