input,activityName,averageHeartRate,kcal,distance,distanceUnit,duration,elevationGain,pace,poolLength,poolLengthUnit,speed,steps,swimLengths
treadmill 1029 steps m1020 8.9,Treadmill,,,1.02,km,534000,,523.53,,,6.88,1029,
walk min20 step2094 133kcal +24.38m,Walk,,133,,,1200000,24.38,,,,,2094,
walk 19min 38sec hr109 kcal123 gain38.91m,Walk,109,123,,,1178000,38.91,,,,,,
walk kcal153 33min 17sec,Walk,,153,,,1997000,,,,,,,
walk 26m28s +15.24m 2091steps b94 138kcal,Walk,94,138,,,1588000,15.24,,,,,2091,
walk 111b steps3.95k sec2253,Walk,111,,,,2253000,,,,,,3950,
walk 107kcal 1075sec,Walk,,107,,,1075000,,,,,,,
walk up21.34m steps2736 29 190kcal,Walk,,190,,,1740000,21.34,,,,,2736,
walk 508kcal 96.4min hr106 128.02m gain 8057 steps,Walk,106,508,,,5784000,128.02,,,,,8057,
walk 120b elev33.53m sec2560 kcal290,Walk,120,290,,,2560000,33.53,,,,,,
walk avg107 1h 15min 6sec,Walk,107,,,,4506000,,,,,,,
walk elev9.14m kcal113 1383s 101bpm steps1.56k,Walk,101,113,,,1383000,9.14,,,,,1560,
walk 3943sec elev21.34m 5.26k steps,Walk,,,,,3943000,21.34,,,,,5260,
walk up18.29m 110 bpm 17min 97kcal,Walk,110,97,,,1020000,18.29,,,,,,
walk hr107 1.48ksteps +27.43m 1229s 106kcal,Walk,107,106,,,1229000,27.43,,,,,1480,
walk 24min 111bpm 1.84ksteps 133kcal,Walk,111,133,,,1440000,,,,,,1840,
walk gain213.36m 111 bpm kcal1005 step15754 168.1,Walk,111,1005,,,10086000,213.36,,,,,15754,
walk 2356s kcal246 bpm112,Walk,112,246,,,2356000,,,,,,,
walk 2.69ksteps 172kcal 26.4min,Walk,,172,,,1584000,,,,,,2690,
walk step3210 204kcal 29.9 116b 73.15m gain,Walk,116,204,,,1794000,73.15,,,,,3210,
walk 20.5min kcal98 step1461,Walk,,98,,,1230000,,,,,,1461,
walk sec1127 elev12.19m kcal108,Walk,,108,,,1127000,12.19,,,,,,
walk 111hr 108kcal gain30.48m 17min 56sec,Walk,111,108,,,1076000,30.48,,,,,,
walk kcal154 28min,Walk,,154,,,1680000,,,,,,,
walk bpm133 kcal166 20min 29sec,Walk,133,166,,,1229000,,,,,,,
walk 92kcal b111 +36.58m 15m21s,Walk,111,92,,,921000,36.58,,,,,,
treadmill 2.59k 80.5min,Treadmill,,,2.59,km,4830000,,1864.86,,,1.93,,
walk 17min 55sec 108kcal 1882steps,Walk,,108,,,1075000,,,,,,1882,
walk b110 3635sec,Walk,110,,,,3635000,,,,,,,
walk step2209 21min 20sec 177kcal,Walk,,177,,,1280000,,,,,,2209,
walk 116 bpm kcal210 31.6min,Walk,116,210,,,1896000,,,,,,,
walk 35m51s 3771steps bpm115 elev51.82m 226kcal,Walk,115,226,,,2151000,51.82,,,,,3771,
walk 33 min avg110 +21.34m 193kcal,Walk,110,193,,,1980000,21.34,,,,,,
walk gain21.34m 973sec 107hr 85kcal,Walk,107,85,,,973000,21.34,,,,,,
walk 350kcal steps5.66k 64min,Walk,,350,,,3840000,,,,,,5660,
walk 114 bpm up21.34m min17 kcal99,Walk,114,99,,,1020000,21.34,,,,,,
walk 5216steps bpm113 3789sec kcal361,Walk,113,361,,,3789000,,,,,,5216,
walk 138kcal step2361 22min,Walk,,138,,,1320000,,,,,,2361,
walk sec2356 111b gain39.62m 243kcal,Walk,111,243,,,2356000,39.62,,,,,,
walk 132kcal 2254steps 110hr 22.2,Walk,110,132,,,1332000,,,,,,2254,
walk kcal197 steps3096 112hr 30min 43sec,Walk,112,197,,,1843000,,,,,,3096,
treadmill 19min 13sec 2.94k,Treadmill,,,2.94,km,1153000,,392.18,,,9.18,,
walk steps3582 207kcal 2048sec +21.34m 109b,Walk,109,207,,,2048000,21.34,,,,,3582,
walk kcal95 gain27.23m bpm100 min20,Walk,100,95,,,1200000,27.23,,,,,,
run kcal279 2.36 mi min33 hr134,Run,134,279,3.8,km,1980000,,521.32,,,6.91,,
walk 28m9s elev60.96m 119bpm,Walk,119,,,,1689000,60.96,,,,,,
walk +57.91m steps3746 bpm108 kcal234 39.3,Walk,108,234,,,2358000,57.91,,,,,3746,
walk up94.49m 3701steps 36min 238kcal,Walk,,238,,,2160000,94.49,,,,,3701,
walk 265kcal 44m23s,Walk,,265,,,2663000,,,,,,,
walk 302kcal 4.57k steps 60.96m gain 54.6min avg104,Walk,104,302,,,3276000,60.96,,,,,4570,
run elev27.43m 163bpm 16.2min 174kcal 2.38ksteps,Run,163,174,,,972000,27.43,,,,,2380,
walk elev9.14m 15.4min,Walk,,,,,924000,9.14,,,,,,
walk 106bpm 1491steps 17.1 93kcal,Walk,106,93,,,1026000,,,,,,1491,
walk +21.34m kcal98 min16 110b,Walk,110,98,,,960000,21.34,,,,,,
walk 22min 12sec up12.19m 113b step2109 142kcal,Walk,113,142,,,1332000,12.19,,,,,2109,
walk 11.9min elev6.1m kcal76 1128 steps,Walk,,76,,,714000,6.1,,,,,1128,
walk bpm111 717s 923 steps,Walk,111,,,,717000,,,,,,923,
dancing 123bpm 164kcal 24m45s steps1.8k,Dancing,123,164,,,1485000,,,,,,1800,
treadmill 44 min 154hr steps5219 5.18m gain kcal442 mi2.59,Treadmill,154,442,4.17,km,2640000,5.18,633.37,,,5.68,5219,
walk 17min 4sec 105kcal 1600 steps 116 bpm,Walk,116,105,,,1024000,,,,,,1600,
walk b117 23min elev39.62m 2.01k steps kcal151,Walk,117,151,,,1380000,39.62,,,,,2010,
aerobic workout 90min 119b,Aerobic Workout,119,,,,5400000,,,,,,,
walk 28m10s hr99,Walk,99,,,,1690000,,,,,,,
treadmill km7.64 3836s bpm164 kcal706 8184 steps up2.13m,Treadmill,164,706,7.64,km,3836000,2.13,502.09,,,7.17,8184,
walk 151kcal 2608 steps 25.6min +3.05m,Walk,,151,,,1536000,3.05,,,,,2608,
walk bpm119 elev12.19m 28min 10sec,Walk,119,,,,1690000,12.19,,,,,,
treadmill up0.31m bpm166 6m26s 0.77km,Treadmill,166,,0.77,km,386000,0.31,501.3,,,7.18,,
walk 26.4min 109 bpm steps1612,Walk,109,,,,1584000,,,,,,1612,
walk 95kcal 101b gain3.05m min20,Walk,101,95,,,1200000,3.05,,,,,,
walk 20m29s step2166 hr114 kcal130,Walk,114,130,,,1229000,,,,,,2166,
walk kcal111 b118 973sec,Walk,118,111,,,973000,,,,,,,
treadmill b141 34min 3sec mi2.16 307kcal,Treadmill,141,307,3.48,km,2043000,,587.71,,,6.13,,
walk up12.19m kcal164 24m45s avg117 steps2526,Walk,117,164,,,1485000,12.19,,,,,2526,
walk step2980 28.2 kcal177 hr113,Walk,113,177,,,1692000,,,,,,2980,
walk kcal86 steps1.26k 16.2min elev6.1m,Walk,,86,,,972000,6.1,,,,,1260,
walk 17.1min steps1.65k kcal106,Walk,,106,,,1026000,,,,,,1650,
treadmill 3860m 153b 31.5,Treadmill,153,,3.86,km,1890000,,489.64,,,7.35,,
walk elev42.67m 2367 steps 29 189kcal,Walk,,189,,,1740000,42.67,,,,,2367,
walk kcal101 16m13s,Walk,,101,,,973000,,,,,,,
treadmill 23.4 2.78km,Treadmill,,,2.78,km,1404000,,505.04,,,7.13,,
walk elev42.67m 40min 7sec 122b,Walk,122,,,,2407000,42.67,,,,,,
treadmill 4.67k steps 4.31km 160 bpm 32m49s,Treadmill,160,,4.31,km,1969000,,456.84,,,7.88,4670,
walk 236kcal bpm121 35min,Walk,121,236,,,2100000,,,,,,,
walk 230kcal sec2406 hr110,Walk,110,230,,,2406000,,,,,,,
walk 17min steps1251 90kcal,Walk,,90,,,1020000,,,,,,1251,
walk 112b min69,Walk,112,,,,4140000,,,,,,,
aerobic workout min27 142hr kcal235 2.3ksteps,Aerobic Workout,142,235,,,1620000,,,,,,2300,
walk 100kcal 17min 4sec,Walk,,100,,,1024000,,,,,,,
walk 19m38s kcal101 1.42ksteps elev9.14m,Walk,,101,,,1178000,9.14,,,,,1420,
treadmill kcal308 157 bpm 3701 steps sec1736 1.88 mi 1.22m gain,Treadmill,157,308,3.03,km,1736000,1.22,573.78,,,6.27,3701,
walk 101hr 12.19m gain steps1.4k 97kcal min20,Walk,101,97,,,1200000,12.19,,,,,1400,
walk 1504 steps 22.2min 103kcal up12.19m 100b,Walk,100,103,,,1332000,12.19,,,,,1504,
walk 21.3min hr114 up27.43m steps2.09k 139kcal,Walk,114,139,,,1278000,27.43,,,,,2090,
walk min53 hr114 step5576,Walk,114,,,,3180000,,,,,,5576,
walk sec2049 kcal252 avg124,Walk,124,252,,,2049000,,,,,,,
walk hr122 39min 15sec 3.96ksteps,Walk,122,,,,2355000,,,,,,3960,
walk sec1639 hr101 1927 steps,Walk,101,,,,1639000,,,,,,1927,
walk 107hr 1946s kcal180,Walk,107,180,,,1946000,,,,,,,
walk 30.7 step1736,Walk,,,,,1842000,,,,,,1736,
walk 109hr 19 min,Walk,109,,,,1140000,,,,,,,
walk kcal95 107b 1268 steps 16min 13sec,Walk,107,95,,,973000,,,,,,1268,
treadmill 1810s 2.91km,Treadmill,,,2.91,km,1810000,,621.99,,,5.79,,
run min27 305kcal,Run,,305,,,1620000,,,,,,,
walk 1287steps 17.9min,Walk,,,,,1074000,,,,,,1287,
treadmill 2.57km min22,Treadmill,,,2.57,km,1320000,,513.62,,,7.01,,
walk gain45.72m 132 bpm 128kcal steps1.68k 16min,Walk,132,128,,,960000,45.72,,,,,1680,
walk 47min 4713 steps bpm113,Walk,113,,,,2820000,,,,,,4713,
walk 2221steps 120 bpm gain15.24m 145kcal 21.3min,Walk,120,145,,,1278000,15.24,,,,,2221,
walk 115b 27m19s,Walk,115,,,,1639000,,,,,,,
treadmill 12min 44sec 1.65 km,Treadmill,,,1.65,km,764000,,463.03,,,7.77,,
walk 144kcal hr127 18min 46sec,Walk,127,144,,,1126000,,,,,,,
treadmill 163hr 33min 37sec 3.96km,Treadmill,163,,3.96,km,2017000,,509.34,,,7.07,,
walk avg122 16.2min,Walk,122,,,,972000,,,,,,,
walk +24.38m sec1383 hr106 1.77ksteps 120kcal,Walk,106,120,,,1383000,24.38,,,,,1770,
walk up21.34m 144kcal b108 23min,Walk,108,144,,,1380000,21.34,,,,,,
walk 99kcal hr117 1.58ksteps min15,Walk,117,99,,,900000,,,,,,1580,
walk 28.2min 125 bpm,Walk,125,,,,1692000,,,,,,,
skiing steps5.88k km4.14 5h 30min,Skiing,,,4.14,km,19800000,,4782.61,,,0.75,5880,
cross country skiing 110 min kcal702 steps8.08k 7000 m,Cross Country Skiing,,702,7.0,km,6600000,,942.86,,,3.82,8080,
cross country skiing 57.2 km7.7,Cross Country Skiing,,,7.7,km,3432000,,445.71,,,8.08,,
walk 88kcal b109 15m22s,Walk,109,88,,,922000,,,,,,,
walk bpm117 sec3379 kcal364,Walk,117,364,,,3379000,,,,,,,
walk 104 bpm 52.1min 297kcal,Walk,104,297,,,3126000,,,,,,,
walk 22min 136 bpm 13.11m gain 2121steps,Walk,136,,,,1320000,13.11,,,,,2121,
treadmill 11.6 1591steps,Treadmill,,,,,696000,,,,,,1591,
walk elev39.62m 20m29s,Walk,,,,,1229000,39.62,,,,,,
walk 17min 4sec kcal98 bpm114 steps1302 elev9.14m,Walk,114,98,,,1024000,9.14,,,,,1302,
walk hr115 9.14m gain steps1.06k 87kcal 15min 22sec,Walk,115,87,,,922000,9.14,,,,,1060,
yoga 337kcal steps407 hr94 4500s,Yoga,94,337,,,4500000,,,,,,407,
circuit training sec3600 151 bpm kcal323 1.07k steps,Circuit Training,151,323,,,3600000,,,,,,1070,
walk 1127s 1.41ksteps,Walk,,,,,1127000,,,,,,1410,
walk bpm120 109kcal +18.29m 15.4min,Walk,120,109,,,924000,18.29,,,,,,
treadmill 34.1 bpm171 4.71ksteps kcal408,Treadmill,171,408,,,2046000,,,,,,4710,
circuit training 57min 21sec step1103 kcal425,Circuit Training,,425,,,3441000,,,,,,1103,
walk elev12.19m 24min 45sec,Walk,,,,,1485000,12.19,,,,,,
walk 104bpm 1434sec 131kcal 2236 steps,Walk,104,131,,,1434000,,,,,,2236,
circuit training kcal552 avg162 3157s up16.76m,Circuit Training,162,552,,,3157000,16.76,,,,,,
walk 122 bpm 1946s,Walk,122,,,,1946000,,,,,,,
walk 32min 3430 steps 245kcal 127b,Walk,127,245,,,1920000,,,,,,3430,
walk sec1587 117b,Walk,117,,,,1587000,,,,,,,
run 24.8 kcal356 3.58ksteps 177hr,Run,177,356,,,1488000,,,,,,3580,
walk 1.85k steps 103bpm gain9.14m 24min 44sec 162kcal,Walk,103,162,,,1484000,9.14,,,,,1850,
walk hr101 162kcal steps1.75k 25.6,Walk,101,162,,,1536000,,,,,,1750,
walk bpm93 kcal92 6.1m gain 17 min,Walk,93,92,,,1020000,6.1,,,,,,
run 171b m6260 35 min 471kcal,Run,171,471,6.26,km,2100000,,335.46,,,10.73,,
walk 1638sec kcal177,Walk,,177,,,1638000,,,,,,,
walk 2.29k steps kcal159 22min 11sec hr92,Walk,92,159,,,1331000,,,,,,2290,
run 33m37s avg172 steps5109 6.22km,Run,172,,6.22,km,2017000,,324.28,,,11.1,5109,
walk avg106 173kcal min25,Walk,106,173,,,1500000,,,,,,,
run 1196s steps3.05k 3710 m 169hr kcal267,Run,169,267,3.71,km,1196000,,322.37,,,11.17,3050,
run b175 5.06k steps 33.3min,Run,175,,,,1998000,,,,,,5060,
walk 116kcal 1.43k steps 18min hr104 9.14m gain,Walk,104,116,,,1080000,9.14,,,,,1430,
run km4.49 steps3.84k 25.8min 344kcal b170,Run,170,344,4.49,km,1548000,,344.77,,,10.44,3840,
walk 17m4s steps1.11k 122 bpm 122kcal,Walk,122,122,,,1024000,,,,,,1110,
walk 132kcal 1024sec,Walk,,132,,,1024000,,,,,,,
walk 35min 102b step2990 kcal235 +30.48m,Walk,102,235,,,2100000,30.48,,,,,2990,
walk b97 steps2.67k 28.2 kcal188,Walk,97,188,,,1692000,,,,,,2670,
walk min27 2616 steps elev24.38m,Walk,,,,,1620000,24.38,,,,,2616,
walk +18.29m avg115 kcal260 32.4min,Walk,115,260,,,1944000,18.29,,,,,,
walk 271kcal min41 bpm104 2959 steps,Walk,104,271,,,2460000,,,,,,2959,
walk +42.67m 22m12s kcal167 111hr,Walk,111,167,,,1332000,42.67,,,,,,
walk 68.3min 103bpm 48.77m gain kcal428,Walk,103,428,,,4098000,48.77,,,,,,
walk 156kcal 27.3 steps1.83k,Walk,,156,,,1638000,,,,,,1830,
run 379kcal b162 31 min step4552,Run,162,379,,,1860000,,,,,,4552,
walk kcal141 b126 step1047 17min 4sec,Walk,126,141,,,1024000,,,,,,1047,
walk sec1434 bpm97 1.52k steps kcal139,Walk,97,139,,,1434000,,,,,,1520,
walk 22.2 up6.1m hr96 kcal118 1.3k steps,Walk,96,118,,,1332000,6.1,,,,,1300,
walk 105kcal 18m47s 1.17k steps,Walk,,105,,,1127000,,,,,,1170,
walk 16min 13sec kcal101 bpm101 +3.05m,Walk,101,101,,,973000,3.05,,,,,,
run 3.28k steps 22min 12sec 175hr kcal301,Run,175,301,,,1332000,,,,,,3280,
walk 105b 18.29m gain 145kcal min19 1.9k steps,Walk,105,145,,,1140000,18.29,,,,,1900,
walk 106hr 76.2m gain 26.5 step1750 kcal176,Walk,106,176,,,1590000,76.2,,,,,1750,
walk sec1127 bpm101 125kcal gain33.53m steps1553,Walk,101,125,,,1127000,33.53,,,,,1553,
walk kcal441 hr107 4351steps 62.3,Walk,107,441,,,3738000,,,,,,4351,
walk 4.34k steps 106hr min47 +42.67m kcal310,Walk,106,310,,,2820000,42.67,,,,,4340,
run avg174 step3133 kcal294 21.4,Run,174,294,,,1284000,,,,,,3133,
walk 112kcal 18m46s 105bpm,Walk,105,112,,,1126000,,,,,,,
walk 42m40s 100bpm,Walk,100,,,,2560000,,,,,,,
walk 17min 55sec 1.64k steps 110b kcal126,Walk,110,126,,,1075000,,,,,,1640,
walk hr101 elev15.24m 22m11s 154kcal,Walk,101,154,,,1331000,15.24,,,,,,
walk 1908steps avg107 21.3min,Walk,107,,,,1278000,,,,,,1908,
walk avg99 kcal93 15min,Walk,99,93,,,900000,,,,,,,
walk 3.16k steps bpm99 2355s kcal247,Walk,99,247,,,2355000,,,,,,3160,
walk 86kcal 15 min 898 steps,Walk,,86,,,900000,,,,,,898,
walk 206kcal 35min 50sec bpm99,Walk,99,206,,,2150000,,,,,,,
walk kcal179 31.6min,Walk,,179,,,1896000,,,,,,,
walk 1637steps kcal124 22min 11sec,Walk,,124,,,1331000,,,,,,1637,
walk kcal481 76 105hr steps5.52k 3.05m gain,Walk,105,481,,,4560000,3.05,,,,,5520,
walk 35m50s kcal268 bpm113,Walk,113,268,,,2150000,,,,,,,
walk 24min 45sec 1537 steps kcal137 hr95,Walk,95,137,,,1485000,,,,,,1537,
walk 44min 289kcal b104,Walk,104,289,,,2640000,,,,,,,
walk step4539 429kcal 81.1min 98bpm,Walk,98,429,,,4866000,,,,,,4539,
walk 99hr kcal116 1504steps gain3.05m 17m4s,Walk,99,116,,,1024000,3.05,,,,,1504,
walk 7.67k steps kcal814 125.5 avg98,Walk,98,814,,,7530000,,,,,,7670,
walk 104 bpm up39.62m 555kcal 1h 33min 1sec steps6947,Walk,104,555,,,5581000,39.62,,,,,6947,
walk min32 246kcal 137.16m gain 2427steps b106,Walk,106,246,,,1920000,137.16,,,,,2427,
walk 29min 2.61k steps,Walk,,,,,1740000,,,,,,2610,
walk up3.05m 119bpm 18.8min,Walk,119,,,,1128000,3.05,,,,,,
walk up9.14m 117hr steps1665 kcal146 min18,Walk,117,146,,,1080000,9.14,,,,,1665,
walk 211kcal 64.01m gain 1946s step2457,Walk,,211,,,1946000,64.01,,,,,2457,
walk 29m1s up6.1m avg112,Walk,112,,,,1741000,6.1,,,,,,
walk elev12.19m 123bpm 42.7min 333kcal steps3062,Walk,123,333,,,2562000,12.19,,,,,3062,
walk kcal105 avg106 min15,Walk,106,105,,,900000,,,,,,,
walk 2253sec gain33.53m 263kcal,Walk,,263,,,2253000,33.53,,,,,,
walk step2140 1997sec 192kcal,Walk,,192,,,1997000,,,,,,2140,
outdoor bike 84 bpm gain73.15m 199kcal 46m5s,Outdoor Bike,84,199,,,2765000,73.15,,,,,,
sport steps851 kcal126 102b 23.1min,Sport,102,126,,,1386000,,,,,,851,
sport 155kcal 99b 29m1s 1.29ksteps,Sport,99,155,,,1741000,,,,,,1290,
sport b105 1.18ksteps 16.2min 109kcal,Sport,105,109,,,972000,,,,,,1180,
walk avg100 109kcal 1076s,Walk,100,109,,,1076000,,,,,,,
walk 107b 182kcal 26m27s,Walk,107,182,,,1587000,,,,,,,
walk up9.14m kcal197 avg98,Walk,98,197,,,,9.14,,,,,,
walk 23.1min steps2.47k 129hr 211kcal,Walk,129,211,,,1386000,,,,,,2470,
walk 30.7 gain36.58m 104 bpm steps1939,Walk,104,,,,1842000,36.58,,,,,1939,
walk bpm123 +3.05m 323kcal 40min 7sec 3.36k steps,Walk,123,323,,,2407000,3.05,,,,,3360,
walk sec1536 avg98 173kcal,Walk,98,173,,,1536000,,,,,,,
walk bpm98 1h 45min 49sec 602kcal,Walk,98,602,,,6349000,,,,,,,
walk 47min 48sec 118b kcal364,Walk,118,364,,,2868000,,,,,,,
walk 103b 39.2min,Walk,103,,,,2352000,,,,,,,
walk kcal144 1.96ksteps 20m29s,Walk,,144,,,1229000,,,,,,1960,
walk hr143 steps2787 254kcal 24min 45sec,Walk,143,254,,,1485000,,,,,,2787,
walk up12.19m 19.6 hr95 1144 steps kcal109,Walk,95,109,,,1176000,12.19,,,,,1144,
walk steps11.24k 116.9,Walk,,,,,7014000,,,,,,11240,
walk 3840s b99,Walk,99,,,,3840000,,,,,,,
walk 11.92k steps hr99 2h12m16s elev262.13m kcal872,Walk,99,872,,,7936000,262.13,,,,,11920,
walk 4.26ksteps kcal307 43min 31sec b103,Walk,103,307,,,2611000,,,,,,4260,
walk +128.02m 6.84k steps 1h 21min 4sec b102,Walk,102,,,,4864000,128.02,,,,,6840,
walk steps2.96k up6.1m 35m50s hr129 306kcal,Walk,129,306,,,2150000,6.1,,,,,2960,
run avg154 4739steps 2.58 mi 31.3 3.35m gain 287kcal,Run,154,287,4.15,km,1878000,3.35,452.3,,,7.96,4739,
walk 19min 37sec bpm101 86kcal +9.14m 1.1ksteps,Walk,101,86,,,1177000,9.14,,,,,1100,
walk steps1286 16min,Walk,,,,,960000,,,,,,1286,
walk 15.4min kcal14,Walk,,14,,,924000,,,,,,,
walk 23min 106 bpm 159kcal,Walk,106,159,,,1380000,,,,,,,
walk 19.6 step1163,Walk,,,,,1176000,,,,,,1163,
walk 99b kcal78 15min 22sec 815 steps,Walk,99,78,,,922000,,,,,,815,
outdoor bike 120 bpm up3.05m kcal160 22min 11sec,Outdoor Bike,120,160,,,1331000,3.05,,,,,,
walk 47.8min 15.24m gain 260kcal step2677 b101,Walk,101,260,,,2868000,15.24,,,,,2677,
sport 1.53ksteps 105b 24min 140kcal,Sport,105,140,,,1440000,,,,,,1530,
walk gain76.2m 1866 steps kcal166 27.3,Walk,,166,,,1638000,76.2,,,,,1866,
outdoor bike kcal52 1075sec b85,Outdoor Bike,85,52,,,1075000,,,,,,,
walk 19.6min gain3.05m step1110,Walk,,,,,1176000,3.05,,,,,1110,
walk 2141 steps 1997s,Walk,,,,,1997000,,,,,,2141,
walk 1388 steps 23min 3sec kcal162 102hr,Walk,102,162,,,1383000,,,,,,1388,
walk 56.3 4146 steps 480kcal 112 bpm elev134.11m,Walk,112,480,,,3378000,134.11,,,,,4146,
walk 60.6min 384kcal,Walk,,384,,,3636000,,,,,,,
walk 25.6min 103hr steps1623,Walk,103,,,,1536000,,,,,,1623,
walk 94b kcal93 16 min,Walk,94,93,,,960000,,,,,,,
walk steps1.22k 106 bpm 15.4,Walk,106,,,,924000,,,,,,1220,
walk kcal202 gain24.38m sec1638,Walk,,202,,,1638000,24.38,,,,,,
walk 21.3min gain36.58m 1943steps 108 bpm kcal185,Walk,108,185,,,1278000,36.58,,,,,1943,
sport 15.3min 131kcal hr107,Sport,107,131,,,918000,,,,,,,
walk avg104 kcal128 gain24.38m sec1075 1ksteps,Walk,104,128,,,1075000,24.38,,,,,1000,
sport steps2318 224kcal 110b 24.8min,Sport,110,224,,,1488000,,,,,,2318,
walk 2948 steps kcal265 30m44s,Walk,,265,,,1844000,,,,,,2948,
walk sec1741 kcal203 2089 steps,Walk,,203,,,1741000,,,,,,2089,
walk 42min 312kcal,Walk,,312,,,2520000,,,,,,,
walk 17.1 kcal146 b109 1680steps,Walk,109,146,,,1026000,,,,,,1680,
walk 1.55ksteps bpm104 kcal145 17m55s,Walk,104,145,,,1075000,,,,,,1550,
walk 1741sec 97hr 2ksteps 189kcal,Walk,97,189,,,1741000,,,,,,2000,
walk step4839 101 bpm 530kcal 4505s,Walk,101,530,,,4505000,,,,,,4839,
walk steps1376 hr105 kcal125 16.2,Walk,105,125,,,972000,,,,,,1376,
walk 35.9min 103 bpm gain39.62m,Walk,103,,,,2154000,39.62,,,,,,
walk 21m20s 64.01m gain 106bpm 165kcal steps1.55k,Walk,106,165,,,1280000,64.01,,,,,1550,
walk 371kcal 1h6m34s,Walk,,371,,,3994000,,,,,,,
walk min17 111hr 161kcal,Walk,111,161,,,1020000,,,,,,,
walk gain6.1m 1055 steps 20m29s hr102 kcal140,Walk,102,140,,,1229000,6.1,,,,,1055,
walk kcal210 31m35s 101hr steps1.85k,Walk,101,210,,,1895000,,,,,,1850,
walk 1h 4min 51sec kcal453,Walk,,453,,,3891000,,,,,,,
run m3400 1314sec,Run,,,3.4,km,1314000,,386.47,,,9.32,,
outdoor bike 41m49s 119b kcal424,Outdoor Bike,119,424,,,2509000,,,,,,,
outdoor bike 29min 1sec 164kcal,Outdoor Bike,,164,,,1741000,,,,,,,
sport 24.7min 1999 steps 243kcal avg122,Sport,122,243,,,1482000,,,,,,1999,
run 25.5min 2.83mi +1.52m,Run,,,4.55,km,1530000,1.52,335.94,,,10.72,,
outdoor bike kcal768 bpm116 1h 21min 4sec,Outdoor Bike,116,768,,,4864000,,,,,,,
walk avg97 35 steps2758 kcal253,Walk,97,253,,,2100000,,,,,,2758,
outdoor bike elev6.1m 99min,Outdoor Bike,,,,,5940000,6.1,,,,,,
run 6.2km 38m15s 5561 steps kcal494 +153.31m 150bpm,Run,150,494,6.2,km,2295000,153.31,370.16,,,9.73,5561,
walk 17.9min kcal100,Walk,,100,,,1074000,,,,,,,
walk 103bpm 224kcal min29 +39.62m steps2.83k,Walk,103,224,,,1740000,39.62,,,,,2830,
walk 21.34m gain 24m45s,Walk,,,,,1485000,21.34,,,,,,
walk 20min avg115 1677 steps,Walk,115,,,,1200000,,,,,,1677,
walk kcal286 2.84ksteps 36min 42sec,Walk,,286,,,2202000,,,,,,2840,
walk avg110 24 min step2423 194kcal,Walk,110,194,,,1440000,,,,,,2423,
walk 26.3min kcal195 2.58k steps up21.34m,Walk,,195,,,1578000,21.34,,,,,2580,
walk 27.3 kcal204 100 bpm 2668 steps,Walk,100,204,,,1638000,,,,,,2668,
walk 2611 steps 28min 10sec gain27.43m hr101 kcal207,Walk,101,207,,,1690000,27.43,,,,,2611,
walk b114 25min 36sec,Walk,114,,,,1536000,,,,,,,
treadmill 4390 m 2400s kcal320 4.21ksteps,Treadmill,,320,4.39,km,2400000,,546.7,,,6.59,4210,
walk 1536s bpm111 2.56ksteps kcal209,Walk,111,209,,,1536000,,,,,,2560,
walk bpm108 22.2min kcal183,Walk,108,183,,,1332000,,,,,,,
walk 21.3min kcal153,Walk,,153,,,1278000,,,,,,,
walk avg97 gain3.05m 21.3min 154kcal,Walk,97,154,,,1278000,3.05,,,,,,
walk 28.2 30.48m gain 106hr 162kcal 1.76ksteps,Walk,106,162,,,1692000,30.48,,,,,1760,
walk 19m38s 108b 146kcal,Walk,108,146,,,1178000,,,,,,,
walk 155kcal steps1902 107hr 22.2,Walk,107,155,,,1332000,,,,,,1902,
walk 15m22s gain6.1m 1.37k steps kcal130,Walk,,130,,,922000,6.1,,,,,1370,
walk 20.5min steps1866,Walk,,,,,1230000,,,,,,1866,
walk 3ksteps 112 bpm kcal233 1792sec 3.05m gain,Walk,112,233,,,1792000,3.05,,,,,3000,
walk 6.09k steps elev3.05m sec4045 111 bpm kcal508,Walk,111,508,,,4045000,3.05,,,,,6090,
walk 429kcal hr99 4.98ksteps 69.1min,Walk,99,429,,,4146000,,,,,,4980,
walk 1.97k steps 19m38s,Walk,,,,,1178000,,,,,,1970,
walk 3.12k steps kcal294 elev36.58m b118 35.9,Walk,118,294,,,2154000,36.58,,,,,3120,
walk 22m11s 2.21k steps hr90 kcal154,Walk,90,154,,,1331000,,,,,,2210,
walk min20 157kcal gain24.38m,Walk,,157,,,1200000,24.38,,,,,,
walk 185kcal 27.43m gain 1331s 2480 steps 110bpm,Walk,110,185,,,1331000,27.43,,,,,2480,
walk 16.2min 1726steps,Walk,,,,,972000,,,,,,1726,
walk 2555steps b103 208kcal 27m19s gain27.43m,Walk,103,208,,,1639000,27.43,,,,,2555,
walk 105b 21 min step2402 kcal180,Walk,105,180,,,1260000,,,,,,2402,
walk 29m52s 286kcal steps2740,Walk,,286,,,1792000,,,,,,2740,
walk 2364 steps bpm121 22.2,Walk,121,,,,1332000,,,,,,2364,
walk +15.24m kcal194 steps2262 27 min,Walk,,194,,,1620000,15.24,,,,,2262,
walk kcal225 min30 avg109 step2705,Walk,109,225,,,1800000,,,,,,2705,
walk 23m54s 106 bpm 183kcal,Walk,106,183,,,1434000,,,,,,,
