"activityName","averageHeartRate","calories","distance","distanceUnit","duration","elevationGain","pace","poolLength","poolLengthUnit","speed","steps","swimLengths"
"Walk",97,191,,,1587000,3.05,,,,,1783,
"Bike",133,1035,31.56,"Kilometer",7728000,318.21,,,,19.69,,
"Walk",96,73,,,615000,0,,,,,596,
"Walk",108,86,,,615000,2.18,,,,,790,
"Walk",103,106,,,871000,0,,,,,779,
"Walk",92,71,,,614000,12.19,,,,,640,
"Walk",106,82,,,922000,15.24,,,,,942,
"Walk",102,82,,,922000,15.24,,,,,858,
"Walk",112,94,,,973000,15.24,,,,,841,
"Walk",104,91,,,1126000,15.24,,,,,905,
"Walk",104,264,,,2816000,9.14,,,,,2910,
"Aerobic Workout",101,169,,,1740000,,,,,,2223,
"Aerobic Workout",102,164,,,1638000,,,,,,2160,
"Walk",106,84,,,973000,15.24,,,,,892,
"Walk",108,147,,,1485000,39.62,,,,,1858,
"Walk",110,94,,,922000,15.24,,,,,991,
"Walk",102,87,,,921000,15.24,,,,,993,
"Walk",105,96,,,1075000,18.29,,,,,951,
"Outdoor Bike",73,62,,,1229000,0,,,,,,
"Walk",103,199,,,1844000,15.24,,,,,2571,
"Walk",118,173,,,1434000,6.1,,,,,2067,
"Walk",102,92,,,922000,15.24,,,,,1064,
"Walk",106,95,,,1024000,15.24,,,,,1030,
"Walk",106,109,,,1178000,18.29,,,,,1067,
"Outdoor Bike",71,75,,,1434000,0,,,,,,
