input,mediaType,title,rating,favorite,timeOffset
finished alice's adventures in wonderland & through the looking-glass 4 stars,book,Alice's Adventures in Wonderland & Through the Looking-Glass,8,False,PT0M
book city of ashes 5 stars,book,City of Ashes,10,False,PT0M
finished do androids dream of electric sheep? 8,book,Do Androids Dream of Electric Sheep?,8,False,PT0M
finished the diviners 10/10,book,The Diviners,10,False,PT0M
novel midnight's children 10,book,Midnight's Children,10,False,PT0M
novel insurgent 5 stars 20 days ago,book,Insurgent,10,False,-P20D
novel bookends 3 stars,book,Bookends,6,False,PT0M
read cutting for stone 10 10h ago,book,Cutting for Stone,10,False,-PT10H
novel p.s. i love you 4 stars,book,P.S. I Love You,8,False,PT0M
read sideways stories from wayside school 4 stars fav -7d,book,Sideways Stories from Wayside School,8,True,-P7D
novel while my sister sleeps 3 stars,book,While My Sister Sleeps,6,False,PT0M
read alexander hamilton 4 stars,book,Alexander Hamilton,8,False,PT0M
finished clockwork angel 10,book,Clockwork Angel,10,False,PT0M
book city of ashes 3 stars heart,book,City of Ashes,6,True,PT0M
book please ignore vera dietz 4 stars fav,book,Please Ignore Vera Dietz,8,True,PT0M
book the notebook 2,book,The Notebook,2,False,PT0M
finished the dead zone 5 stars,book,The Dead Zone,10,False,PT0M
finished the sea of monsters 4 stars -16d,book,The Sea of Monsters,8,False,-P16D
read julius caesar 2 favourite,book,Julius Caesar,2,True,PT0M
novel fifty shades of grey 4 stars,book,Fifty Shades of Grey,8,False,PT0M
novel the far pavilions 10/10 -7d,book,The Far Pavilions,10,False,-P7D
book jonathan strange & mr norrell 4 stars,book,Jonathan Strange & Mr Norrell,8,False,PT0M
read blue moon 5 stars 22 hours ago,book,Blue Moon,10,False,-PT22H
book a million suns 3 stars favorite,book,A Million Suns,6,True,PT0M
read the thirteenth tale 5 stars -18h,book,The Thirteenth Tale,10,False,-PT18H
read the sword thief 2/10 loved,book,The Sword Thief,2,True,PT0M
